,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
4627,The Siege,70000000,116672912,116,['Edward Zwick'],"['Denzel Washington', 'Annette Bening', 'Bruce Willis', 'Tony Shalhoub', 'Sami Bouajila', 'Aasif Mandvi', 'Mark Valley', 'Jack Gwaltney', 'David Proval', 'Lance Reddick', 'Wood Harris', 'David Costabile', 'Said Faraj', 'Christian Chase', 'Chip Zien', 'Ahmed Ben Larby', 'Lianna Pai', 'Jacqueline Antaramian', 'Donna Hanover', 'Dakin Matthews', 'John Rothman', 'John Henry Cox', 'E. Katherine Kerr', 'Jimmie Ray Weeks', 'Will Lyman', 'Victor Slezak', 'Chris Messina', 'Susie Essman', 'Arianna Huffington', 'Bill Clinton', 'Diana Naftal', 'Ben Shenkman', 'Ray Godshall Sr.', 'Gilbert Rosales', 'Amro Salama', 'Jim Shankman', 'Matt Servitto', 'Jourdan Fremin', 'Anjua Warfield-Maximo', 'Jeff Beatty', 'Rory J. Aylward', 'Robert Scheer', 'Matt Miller', 'Ali Afshar', 'John Beard', 'Stan Brooks', 'Alex Chadwick', 'Epi Colon', 'Judy de Angelis', 'Luis Jimenez', 'Sean Hannity', 'Ron Kuby', 'Daniel Schorr', 'Curtis Sliwa', 'Susan Stamberg', 'Mary Alice Williams', 'Mike Akrawi', 'Michael Arthur', 'Lisa Masters', 'Robin Anne Phipps', 'Valeria Von Leczycki Goncharova Barrett']","['20th Century Fox', 'Bedford Falls Productions', 'Lynda Obst Productions']",1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.67558857142856,2,140,2.295081967213114,0,0,46,13,13.0,13,13,13,55,18.33333333333333,1,0,54
4628,Collateral Damage,85000000,78382433,108,['Andrew Davis'],"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas', 'Cliff Curtis', 'John Leguizamo', 'John Turturro', 'Jsu Garcia', 'Tyler Posey', 'Michael Milhoan', 'Rick Worthy', 'Raymond Cruz', 'Lindsay Frost', 'Ethan Dampf', 'Jorge Zepeda', 'Miguel Sandoval', 'Harry Lennix', 'Madison Mason', 'Don Fischer', 'Shelley Malil', 'Jack Conley', 'Todd Allen', 'Rick Garcia', 'Penny Griego', 'John Verea', 'Greg Collins', 'Bruce Ramsay', 'Michael Cavanaugh', 'Nicholas Pryor', 'Rodrigo Obregón', 'Gerardo Albarrán', 'J. Kenneth Campbell', 'Flor Eduarda Gurrola', 'Pedro Altamirano', 'Salvador Sánchez', 'Fernando Sarfatti', 'Raúl Pozos', 'Ehécatl Chávez', 'Víctor Carpinteiro', 'Natalia Traven', 'Enrique Munoz', 'Pedro Damián', 'Millie Slavin', 'Jane Lynch', 'Jossara Jinaro', 'Marianne Lewis', 'Louis Bernstein', 'Doralicia', 'Jay Acovone', 'Ronald Donahue', 'Daniel H. Friedman', 'Joe Renteria', 'Norm Compton', 'Esteban Cueto', 'Marcio Rosario', 'Bill Hader']","['Warner Bros. Pictures', 'David Foster Productions', 'Bel Air Entertainment', 'Hacienda Productions']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.78537294117647,3,81,1.4727272727272729,0,0,30,8,8.0,8,8,8,3,0.75,0,0,2
4629,Johnny Mnemonic,25000000,19075720,97,['Robert Longo'],"['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T', 'Dolph Lundgren', 'Denis Akiyama', 'Henry Rollins', 'Barbara Sukowa', 'Udo Kier', 'Tracy Tweed', 'Falconer Abraham', 'Don Francks', 'Diego Chambers', 'Sherry Miller', 'Arthur Eng', 'Von Flores', 'Victoria Tengelis', 'Warren Sulatycky', 'Celina Wu', 'Gene Mack', 'Jamie Elman', 'Simon Sinn', 'Caitlin Carmody', 'Erin Carmody', ""Douglas O'Keeffe"", 'Marlow Vella', 'Howard Szafer', 'Paul Brogren', 'Arthi Sambasivan', 'Michael A. Miranda', 'Coyote Shivers', 'Lynne Adams', 'Michael Shearer', 'Susan Tsagkaris', 'Christopher Comrie', 'Robin Crosby', 'Glenn Bang', 'Natalie Gray']","['TriStar Pictures', 'Alliance Communications Corporation']",1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.69712,0,48,1.263157894736842,0,0,32,0,0.0,0,0,0,9,4.5,4,0,9
4630,Shallow Hal,40000000,141069860,114,"['Bobby Farrelly', 'Peter Farrelly']","['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander', 'Joe Viterelli', 'Rene Kirby', 'Bruce McGill', 'Tony Robbins', 'Susan Ward', 'Zen Gesner', 'Brooke Burns', 'Rob Moran', ""Joshua 'Li'iBoy' Shintani"", 'Kyle Gass', 'Laura Kightlinger', 'Nan Martin', 'Sasha Joseph Neulinger', 'John-Eliot Jordan', 'Jill Christine Fitzgerald', 'Erinn Bartlett', 'Fawn Irish', 'Daniel Greene', 'Danny Murphy', 'Brian Mone', 'Bob Mone', 'Don Gavin', 'Leslie DeAntonio', 'Libby Langdon', 'Gigi Moran', 'Caryl Lippman West', 'Brianna Gardner', 'Mariann Neary', 'Christal Handy', 'Jackie Flynn', 'Sascha Knopf', 'Steve Tyler', 'Darius Rucker', 'John Dennis', 'Manon von Gerkan', 'Will Coogan', 'Lyndon Byers', 'Sara Stout', 'Bonnie Aarons', 'Lisa Brounstein', 'Herbie Flynn', 'Ron Darling', 'Anne E. Hodgson', 'Kelly McRorie', 'Dean R. Palozej', 'Dede Kinerk', 'David A. Kipper', 'Sayed Badreya', 'David Getz', 'Jesse Peter', 'A.B. Cassidy', 'Sean Gildea', 'Robby Johns', 'Tiffany Burke', 'Hillary Matthews', 'Nicholas Theodore Nemeth', 'Molly Shannon', 'Anthony Robbins']","['20th Century Fox', 'Conundrum Entertainment']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,252.67465,2,84,1.3770491803278688,0,0,42,27,13.5,13,13,14,54,27.0,27,0,54
4631,Sleepover,10000000,10143022,89,['Joe Nussbaum'],"['Alexa PenaVega', 'Mika Boorem', 'Jane Lynch', 'Sam Huntington', 'Sara Paxton', 'Brie Larson', 'Scout Taylor-Compton', 'Douglas Smith', 'Steve Carell', 'Jeff Garlin', 'Sean Faris', 'Katija Pevec', 'Kallie Flynn Childress', 'Evan Peters', 'Hunter Parrish', 'Eileen April Boylan', 'Shane Hunter', 'Thad Luckinbill', 'Brett Wagner', 'Ryan Slattery', 'Johnny Sneed', 'Alice Greczyn', 'Summer Glau', 'Colleen Wainwright', 'Max Van Ville', 'Mageina Tovah', 'Alison Martin', 'Brooklyn McLinn', 'Ursula Whittaker', 'Scoot McNairy', 'Cassie Townsend', 'Kelsey Wedeen', 'Krizia Vega']",[''],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4302199999999998,1,92,2.787878787878788,0,0,48,0,0.0,0,0,0,0,0.0,0,0,0
4632,Man of the Year,20000000,42472472,115,['Barry Levinson'],"['Robin Williams', 'Christopher Walken', 'Laura Linney', 'Lewis Black', 'Jeff Goldblum', 'Tina Fey', 'Faith Daniels', 'David Alpay', 'Amy Poehler', 'Chris Matthews', 'James Carville', 'Doug Murray', 'Rick Roberts', 'Karen Hines', 'Cathleen Crier', 'Linda Kash', 'David Nichols', 'David Ferry', 'Dmitry Chepovetsky', 'Brandon Firla', 'Mark Andrada', 'Sasha Roiz', 'Jeff Mallory', 'Kim Roberts', 'Jacqueline Pillon', 'Zoe Doyle', 'Chris Gillett', 'Marcia Laskowski', 'Kevin Hare']","['Universal Pictures', 'Morgan Creek Productions']",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112.36236,2,104,3.586206896551724,0,0,32,12,12.0,12,12,12,101,50.5,50,2,99
4633,The Producers,45000000,38058335,134,['Susan Stroman'],"['Nathan Lane', 'Matthew Broderick', 'Uma Thurman', 'Will Ferrell', 'Gary Beach', 'Roger Bart', 'Eileen Essell', 'Michael McKean', 'David Huddleston', 'Debra Monk', 'Andrea Martin', 'Jon Lovitz', 'Bryn Dowling', 'Meg Gillentine', 'Kevin Ligon', 'Ray Wills', 'Marilyn Sokol', 'Brad Oscar', 'Tory Ross', 'Brent Barrett', 'Peter Bartlett', 'Jim Borstelmann', 'Kathy Fitzgerald', 'Jai Rodriguez', 'Jason Antoon', 'Jonathan Freeman', 'John Barrowman', 'Fred Applegate', 'Jerry Richardson', 'Timothy Shew', 'Danny Mastrogiorgio', 'Richard Kind', 'James Biberi', 'Mel Brooks', 'Dan Bittner', 'Ronn Carroll', 'Nancy Johnston']","['Sony Pictures', 'Gaumont Columbia Tristar Films']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.42592222222222,3,76,2.054054054054054,0,0,22,0,0.0,0,0,0,2,1.0,1,0,2
4634,Grandma's Boy,5000000,6538177,94,['Nicholaus Goossen'],"['Linda Cardellini', 'Allen Covert', 'Peter Dante', 'Shirley Knight', 'Joel David Moore', 'Kevin Nealon', 'Doris Roberts', 'Shirley Jones', 'Jonah Hill', 'Kelvin Yu', 'Chuck Church', 'Todd Holland', 'Scott Halberstadt', 'Shana Hiatt', 'Heidi Hawking', 'John Kirk', 'Joe Koons', 'Bryan Ling', 'Geno Kirkland', 'Danni Katz', 'Rob Schneider', 'David Spade', 'Jonathan Loughran']","['20th Century Fox', 'Happy Madison Productions']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76354,3,110,4.782608695652174,0,0,68,0,0.0,0,0,0,54,27.0,27,0,54
4635,Wrong Turn,12600000,28650575,84,['Rob Schmidt'],"['Eliza Dushku', 'Emmanuelle Chriqui', 'Lindy Booth', 'Desmond Harrington', 'James Downing', 'Julian Richings', 'Jeremy Sisto', 'Wayne Robson', 'David Huband', 'Kevin Zegers', 'Yvonne Gaudry', 'Garry Robbins', 'Joel Harris', 'Ted Clark']","['Constantin Film', 'Summit Entertainment', 'Newmarket Capital Group', 'Regency Enterprises', 'Stan Winston Studio', 'Media Cooperation One', 'DCP Wrong Turn Productions']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.38551587301588,0,0,0.0,0,0,0,0,0.0,0,0,0,48,6.857142857142857,0,0,27
4636,The Hoax,25000000,11772461,116,['Lasse Hallström'],"['Richard Gere', 'Alfred Molina', 'Marcia Gay Harden', 'Hope Davis', 'Julie Delpy', 'Stanley Tucci', 'David Aaron Baker', 'Mamie Gummer', 'Zeljko Ivanek', 'Eli Wallach', 'Myk Watford', 'John Bedford Lloyd', 'Peter McRobbie', 'John Carter', 'James Biberi', 'Christopher Evan Welch', 'Raul Julia Jr.', 'Judi Barton', 'Okwui Okpokwasili', 'Bob Wiltfong', 'William Fowle', 'Carlton Wilborn', 'Antonie Knoppers', 'Steve Buck', 'John Rothman', 'Susan Misner', 'Jennifer Layne Park']","['Miramax', 'The Mark Gordon Company', 'Yari Film Group', 'Bob Yari Productions']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.910156,2,31,1.148148148148148,0,0,19,9,9.0,9,9,9,3,0.75,0,0,3
4637,Dangerous Minds,23000000,179519401,99,['John N. Smith'],"['Michelle Pfeiffer', 'George Dzundza', 'Courtney B. Vance', 'Robin Bartlett', 'John Neville', 'Lorraine Toussaint', 'Renoly Santiago', 'Skye Bassett', 'Beatrice Winde', 'Wade Dominguez', 'Bruklin Harris', 'Mercello Thedford', 'Roberto Alvarez', 'Richard Grant', 'Marisela Gonzales', 'Toni Nichelle Buzhardt', 'Karina Arroyave', 'Michael George', 'Ivan Sergei', 'Paula Garcés']","['Hollywood Pictures', 'Via Rosa Productions', 'Don Simpson/Jerry Bruckheimer Films']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.5191347826087,1,26,1.3,0,0,24,0,0.0,0,0,0,4,1.3333333333333333,0,0,4
4638,Two for the Money,35000000,30526509,122,['D. J. Caruso'],"['Al Pacino', 'Matthew McConaughey', 'Rene Russo', 'Armand Assante', 'Jeremy Piven', 'Jaime King', 'Kevin Chapman', 'Denise Galik', 'Gedde Watanabe', 'Carly Pope', 'Charles Carroll', 'Ralph Garman', 'Chrislyn Austin', 'Craig Veroni', 'Gerard Plunkett', 'Stephen Dimopoulos', 'Steve Makaj', 'Gary Hudson', 'Jeremy Guilbaut', 'James Kirk', 'Justin Riemer', 'Veena Sood', 'Luciana Carro', 'Kendall Cross', 'Brad Kelly', 'David Lovgren', 'Ildiko Ferenczi', 'Susan Ward', 'April Telek']","['Universal Pictures', 'Morgan Creek Productions']",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-12.781402857142856,2,47,1.6206896551724137,0,0,23,8,8.0,8,8,8,101,50.5,50,2,99
4639,The Skeleton Key,43000000,93983911,104,['Iain Softley'],"['Kate Hudson', 'Gena Rowlands', 'Peter Sarsgaard', 'John Hurt', 'Joy Bryant', 'Marion Zinser', 'Maxine Barnett', 'Fahnlohnee R. Harris', 'Deneen Tyler', 'Ann Dalrymple', 'Trula M. Marcus', 'Jen Apgar', 'Thomas Uskali', 'Jamie Lee Redmon', 'Forrest Landis', 'Tonya Staten', 'Isaach De Bankolé', 'Christa Thorne', 'Ronald McCall', 'Jeryl Prescott', 'Lakrishi Kindred', 'Sabah', 'Joe Chrest', 'David J. Curtis', 'Tiffany Helland', 'Brian Ruppert']","['Universal Pictures', 'MFPV Film', 'Double Feature Films', 'ShadowCatcher Entertainment', 'Daniel Bobker Productions', 'Brick Dust Productions LLC']",4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,118.56723488372094,1,7,0.2692307692307692,0,0,4,2,2.0,2,2,2,100,16.666666666666668,0,0,99
4640,How to Lose a Guy in 10 Days,50000000,177502387,116,['Donald Petrie'],"['Kate Hudson', 'Matthew McConaughey', 'Kathryn Hahn', 'Annie Parisse', 'Adam Goldberg', 'Thomas Lennon', 'Michael Michele', 'Shalom Harlow', 'Robert Klein', 'Bebe Neuwirth', 'Samantha Quan', 'Justin Peroff', 'Celia Weston', 'James Murtaugh', 'Rebecca Harris', 'Archie MacGregor', 'John DiResta', 'Scott Benes', 'Zachary Benes', 'William Hill', 'Georgia Craig', 'Liliane Montevecchi', 'James Mainprize', 'Tony Longo', 'Warner Wolf', 'Doug Murray', 'Natalie Brown', 'Andrew Moodie', 'David Macniven', 'Ross Gallo', 'Gina Sorell', 'Ingrid Hart']",['Paramount'],1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,255.004774,3,29,0.90625,0,0,23,6,6.0,6,6,6,0,0.0,0,0,0
4641,Domino,50000000,22944502,127,['Tony Scott'],"['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez', 'Delroy Lindo', ""Mo'Nique"", 'Christopher Walken', 'Lucy Liu', 'Mena Suvari', 'Brian Austin Green', 'Ian Ziering', 'Macy Gray', 'Shondrella Avery', 'Riz Abbasi', 'Dabney Coleman', 'Joe Nunez', 'Peter Jacobson', ""Kel O'Neill"", 'Jacqueline Bisset', 'Dale Dickey', 'Lew Temple', 'Liza Lapira', 'Tom Waits', 'Jerry Springer', 'Tabitha Brownstone', 'Domino Harvey', 'Charles Paraventi', 'Donna W. Scott', 'Michael Papajohn', 'Vic Manni']","['New Line Cinema', 'Davis Films', 'Scott Free Productions', 'Domino 17521']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-54.110996,2,55,1.896551724137931,0,0,28,19,19.0,19,19,19,38,9.5,1,0,36
4642,Analyze That,60000000,55003135,96,['Harold Ramis'],"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli', 'Cathy Moriarty', 'Donna Marie Recco', 'Kyle Sabihy', 'Frank Pietrangolare', 'Jerome Le Page', 'Annika Pergament', 'Phil Campanella', 'Charles A. Gargano', 'Paul Herman', 'Joseph Bono', 'Frank Aquilino', 'William DeMeo', 'Anthony LaPaglia', 'Corey Hibbert', 'Joey Diaz', 'Bill Walters', 'Reg Rogers', 'John Finn', 'Callie Thorne', 'Pat Cooper', 'Frank Gio']","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros. Pictures', 'Tribeca Productions', 'Baltimore Spring Creek Pictures', 'Face Productions']",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.328108333333335,2,62,2.48,0,0,34,5,5.0,5,5,5,37,6.166666666666667,1,0,20
4643,The Pelican Brief,45000000,195268056,141,['Alan J. Pakula'],"['Julia Roberts', 'Denzel Washington', 'Sam Shepard', 'John Heard', 'Tony Goldwyn', 'James B. Sikking', 'William Atherton', 'Robert Culp', 'Stanley Tucci', 'Hume Cronyn', 'John Lithgow', 'Anthony Heald', 'Nicholas Woodeson', 'Stanley Anderson', 'John Finn', 'Cynthia Nixon', 'Jake Weber', 'Casey Biggs', 'Christopher Murray', 'Sonny Jim Gaines', 'Kevin Geer', 'Joe Chrest', 'Richard Bauer', 'Ralph Cosham', 'Tom Quinn', ""Michelle O'Neill"", 'Edwin Newman', 'Helen Carey', 'Howard Shalwitz', 'Carol Sutton', 'Magee Hickey', 'Ellie K. Wang', 'Franchelle Stewart Dorn', 'Karen Bralove', 'Teagle F. Bougere', 'Carey Varner', 'Sandra Quarterman', 'Cynthia Hood', 'Beverly Brigham', 'Doug Coleman', 'Carrie Boren', 'Amber Nelson', 'Kelly Lynn Richards', 'Greta Valenti', 'Jerry Van Dyke', 'Harold Surratt', 'Shanna Connell', 'Michael Port', 'Gene Babb', 'Kyle Duvall', 'Karl Warren', 'James Earl Reed', 'Kyle Prue', 'Jurian Hughes']",['Warner Bros. Pictures'],1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,333.92901333333333,1,89,1.648148148148148,0,0,37,6,6.0,6,6,6,0,0.0,0,0,0
4644,Vampires,20000000,20308772,108,['John Carpenter'],"['James Woods', 'Daniel Baldwin', 'Sheryl Lee', 'Thomas Ian Griffith', 'Maximilian Schell', 'Tim Guinee', 'Mark Boone Junior', 'Gregory Sierra', 'Cary-Hiroyuki Tagawa', 'Thomas Rosales Jr.', 'Clarke Coleman', 'Mark Sivertsen', 'Henry Kingi', 'John Furlong', 'Dennis E. Garber', 'Jimmy Ortega', 'Troy Robinson', 'Marjean Holden']","['JVC', 'Largo Entertainment', 'Film Office', 'Spooky Tooth Productions', 'Storm King Productions']",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.54386,2,3,0.1666666666666666,0,0,2,2,2.0,2,2,2,6,1.2,0,0,6
4645,End of Days,100000000,211989043,121,['Peter Hyams'],"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Robin Tunney', 'Kevin Pollak', 'CCH Pounder', ""Derrick O'Connor"", 'David Weisenberg', 'Rainer Judd', 'Miriam Margolyes', 'Udo Kier', 'Luciano Miele', ""Michael O'Hagan"", 'Mark Margolis', 'Jack Shearer', 'Rod Steiger', 'Eve Sigall', 'Victor Varnado', 'Robert Lesser', 'Lloyd Garroway', 'Gary Anthony Williams', 'John Nielsen', 'Jonny Bogris', 'Elliot Goldwag', 'Elaine Corral Kendall', 'Denice D. Lewis', 'Renee Olstead', 'Mo Gallini', 'Marc Lawrence', 'Van Quattro', 'Lynn Marie Sager', 'Linda Pine', 'David Franco', 'Steve Kramer', 'Melissa Mascara', 'Walter von Huene', 'Michael Rocha']",['Beacon Communications'],1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,111.989043,2,51,1.4166666666666667,0,0,30,5,5.0,5,5,5,0,0.0,0,0,0
4646,Elektra,43000000,56681566,97,['Rob Bowman'],"['Jennifer Garner', 'Goran Visnjic', 'Will Yun Lee', 'Cary-Hiroyuki Tagawa', 'Terence Stamp', 'Natassia Malthe', 'Kirsten Zien', 'Colin Cunningham', 'Edson T. Ribeiro', 'Chris Ackerman', 'Bob Sapp', 'Mark Houghton', 'Hiro Kanagawa', 'Laura Ward', 'Ian Tracey', 'Kevan Ohtsji', 'Kurt Max Runte', 'Nathaniel Arcand', 'Aaron Au', 'Jana Mitsoula', 'Kendall Cross', 'Ty Olsson', 'Nancy Wetzel', 'Paul Wu', 'Jason Isaacs', 'Tom Woodruff Jr.']","['20th Century Fox', 'Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Marvel Enterprises', 'Horseshoe Bay Productions', 'Elektra Productions', 'SAI Productions']",1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31.81759534883721,3,43,1.6538461538461535,0,0,41,3,3.0,3,3,3,84,10.5,0,0,54
4647,Find Me Guilty,13000000,2636637,125,['Sidney Lumet'],"['Vin Diesel', 'Alex Rocco', 'Ron Silver', 'Peter Dinklage', 'Linus Roache', 'Frank Pietrangolare', 'Annabella Sciorra', 'Richard DeDomenico', 'Vinny Vella', 'James Biberi', 'Raúl Esparza', 'Frank Adonis', 'Richard Portnow', 'Jerry Adler', 'Steven Randazzo', 'Marcia Jean Kurtz', 'Gerry Vichi', 'Domenick Lombardozzi', 'Josh Pais', 'Salvatore Paul Piro', 'Tony Ray Rossi', 'Frankie Perrone', 'Paul Borghese', 'Jerry Grayson', 'Nicholas A. Puccio', 'Chuck Cooper', 'Oscar A. Colon', 'Ben Lipitz', 'John Di Benedetto']","['One Race', 'MHF Zweite Academy Film', 'Yari Film Group Releasing', 'Bob Yari Productions', 'Syndicate Films International', 'Bob DeBrino Entertainment', 'BDE Entertainment', 'Crossroads Entertainment (II)', 'Three Wolves Productions']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-79.71817692307692,3,76,2.6206896551724137,0,0,72,3,3.0,3,3,3,34,3.7777777777777777,0,0,34
4648,Rescue Dawn,10000000,7177143,120,['Werner Herzog'],"['Christian Bale', 'Steve Zahn', 'Toby Huss', 'François Chau', 'Marshall Bell', 'Jeremy Davies', 'Pat Healy', 'James Aaron Oliver', 'GQ', 'Saichia Wongwiroj', 'Brad Carr', 'Teerawat Mulvilai', 'Kriangsak Ming-olo', ""Somkuan 'Kuan' Siroon"", 'Mr. Yuttana Muenwaja', 'Chorn Solyda', 'Galen Yuen', 'Apichart Chusakul', 'Zach Grenier', 'Evan Jones', 'Craig Gellis']",['Metro-Goldwyn-Mayer'],1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-28.22857,1,39,1.8571428571428568,0,0,38,0,0.0,0,0,0,28,28.0,28,28,28
4649,The Covenant,20000000,37597471,97,['Renny Harlin'],"['Steven Strait', 'Sebastian Stan', 'Laura Ramsey', 'Taylor Kitsch', 'Toby Hemingway', 'Jessica Lucas', 'Chace Crawford', 'Kyle Schmid', 'Kenneth Welsh', 'Wendy Crewson', 'Stephen McHattie', 'Christian Baril', 'Basia Jasinski', 'Rob Burns', 'Robert Crooks', 'Steven Crowder', 'Larry Day', 'Vito DeFilippo', 'Jonathan Deveau', 'Frank Fontaine', 'Dawn Ford', 'Paul Hopkins II', 'Pierre Leblanc', 'Travis Martin', 'Basil McKenna', 'Jon McLaren', 'Neil Napier', 'Charles Papasoff', 'John Robinson', 'Sarah Smyth', 'Paul Stewart', 'Jean-Loup Yale', 'Richard Zeman', 'Jessica Kennedy', 'Holden Wong']","['Lakeshore Entertainment', 'Screen Gems']",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.987355,1,95,2.7142857142857144,0,0,49,11,11.0,11,11,11,12,6.0,6,4,8
4650,Blades of Glory,53000000,118200000,93,"['Josh Gordon', 'Will Speck']","['Will Ferrell', 'Jon Heder', 'Will Arnett', 'Amy Poehler', 'Jenna Fischer', 'William Fichtner', 'Craig T. Nelson', 'Romany Malco', 'Scott Hamilton', 'Andy Richter', 'Greg Lindsay', 'Rob Corddry', 'Nick Jameson', 'Tom Virtue', 'Ben Wilson', 'William Daniels', 'Zachary Ferren', 'Rémy Girard', 'Steven M. Gagnon', 'Christopher Reed', 'Luciana Carro', 'Nancy Kerrigan', 'Smalls', 'Luke Wilson', 'Katharine Towne', 'David Pressman', 'James M. Connor', 'Craig Gellis', 'Angela Chee', 'Hans Uder', 'Chad Brennan', 'Ethan Burgess', 'Tiffany Scott', 'Brian Boitano', 'Dorothy Hamill', 'Peggy Fleming', 'Phil Reeves', 'Mollie Marie Clinton', 'Matt Levin', 'Eloise Lynch', 'Fiona Gubelmann', 'Smith Cho', 'James P. Yorke', 'Alysse Alcroft', 'Taylor Neff', 'Wendy Wilke', 'Matt Evers', 'Keith Joe Dick', 'Sunita Param', 'Stephanie Courtney', 'Lisa Marie Allen', 'Elliott Cho', 'Loretta Fox', 'Kyle Bornheimer', 'Jim Lampley', 'Sasha Cohen', 'Alison Martin', 'Griffin Armstorff', 'Armen Saakian', 'Akop Manoukian', 'Grant Thompson', 'Kelly Gould', 'Margaret Roblin', 'Lisa Paul', 'Lora Starkman', 'J.D. Cantrell']","['DreamWorks Pictures', 'MTV Films', 'Red Hour', 'Smart Entertainment']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0188679245283,0,112,1.696969696969697,0,0,33,6,3.0,3,3,3,51,12.75,11,0,28
4651,Trailer Park Boys: The Movie,5000000,3833507,95,['Mike Clattenburg'],"['Robb Wells', 'John Paul Tremblay', 'Mike Smith', 'John Dunsworth', 'Patrick Roach', 'Lucy Decoutere', 'Lydia Lawson-Baird', 'Cory Bowles', 'Michael Jackson', 'Gord Downie', 'Alex Lifeson', 'Gerry Dee', 'Glen Grant', 'Eugene A. Clark', 'Barrie Dunn', 'Hugh Dillon', 'Nichole Hiltz']",['Alliance Films'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.32986,2,12,0.7058823529411765,0,0,12,0,0.0,0,0,0,0,0.0,0,0,0
4652,The Good Girl,8000000,16860964,93,['Miguel Arteta'],"['Jennifer Aniston', 'Jake Gyllenhaal', 'Zooey Deschanel', 'John C. Reilly', 'Deborah Rush', 'Mike White', 'John Carroll Lynch', 'Tim Blake Nelson', 'John Doe', 'Roxanne Hart', 'Aimee Garcia', ""Annie O'Donnell"", 'Jon Shere', 'Alice Amter', 'Jean Rhodes', 'Lalo Guerrero', 'Michael Hyatt', 'Enzo', 'Ken Rudulph', 'Jacquie Barnbrook']","['Fox Searchlight Pictures', 'Hungry Eye Lowland Pictures B.V.', 'Flan de Coco Films']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.76205,3,51,2.55,0,0,19,1,1.0,1,1,1,6,2.0,0,0,6
4653,Premonition,20000000,84297309,96,['Mennan Yapo'],"['Sandra Bullock', 'Julian McMahon', 'Courtney Taylor Burness', 'Nia Long', 'Shyann McClure', 'Kate Nelligan', 'Amber Valletta', 'Laurel Whitsett', 'Marc Macaulay', 'Ritchie Montgomery', 'Irene Ziegler', 'Phillip DeVona', 'Peter Stormare', 'Jason Douglas', 'Kristin Ketterer', 'Floriana Tullio', 'Mark Famiglietti', 'David A. Shaffer', 'Marcus Lyle Brown', 'Matt Moore']","['TriStar Pictures', 'Hyde Park Films', 'Offspring Entertainment']",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,321.486545,3,41,2.05,0,0,37,0,0.0,0,0,0,12,4.0,3,0,9
